location,sublocation,station,date,depth_m,parameter,units,parmUnit,result
Conestogo Lake,LA,clc,2018-06-11,17.8,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-06-11,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-06-11,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-06-11,9.2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-11,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-06-11,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-06-11,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-06-11,11.3,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-06-19,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-06-19,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-06-19,17,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-06-19,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-06-19,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-06-19,9.1,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-19,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-06-19,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-06-19,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-06-19,10.8,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-06-21,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-06-21,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-06-21,17.3,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-06-21,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-06-21,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-06-21,8.9,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-21,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-06-21,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-06-21,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-06-21,10.7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-06-25,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-06-25,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-06-25,17.1,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-06-25,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-06-25,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-06-25,8.8,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-25,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-06-25,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-06-25,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-06-25,10.7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-06-28,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-06-28,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-06-28,16.8,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-06-28,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-06-28,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-06-28,8.6,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-28,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-06-28,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-06-28,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-06-28,10.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-03,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-03,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-03,16.8,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-03,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-03,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-03,8.4,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-03,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-03,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-03,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-03,10.6,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-05,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-05,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-05,16.4,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-05,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-05,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-05,8.2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-05,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-05,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-05,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-05,9.9,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-09,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-09,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-09,16.3,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-09,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-09,7.9,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-09,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-09,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-09,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-09,9.8,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-12,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-12,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-12,15.9,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-12,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-12,7.7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-12,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-12,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-12,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-12,9.6,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-16,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-16,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-16,15.3,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-16,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-16,7.4,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-16,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-16,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-16,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-16,9.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-19,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-19,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-19,15.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-19,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-19,7.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-19,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-19,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-19,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-19,9.1,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-23,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-23,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-23,15,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-23,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-23,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-23,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-23,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-23,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-23,8.9,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-26,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-26,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-26,15,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-26,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-26,6.7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-26,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-26,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-26,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-26,8.6,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-30,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-30,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-07-30,14.7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-30,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-07-30,6.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-30,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-30,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-30,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-07-30,8.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-02,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-02,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-02,14.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-08-02,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-08-02,6.2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-02,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-02,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-02,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-02,8.2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-09,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-09,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-09,14,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-08-09,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-08-09,5.8,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-09,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-09,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-09,7.9,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-13,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-13,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-13,13.8,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-08-13,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-08-13,5.6,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-13,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-13,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-13,7.7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-16,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-16,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-16,13.3,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-08-16,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-08-16,5.1,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-16,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-16,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-16,7.2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-20,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-20,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-20,13,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-08-20,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-08-20,5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-20,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-20,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-20,6.8,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-23,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-23,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-23,13.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-08-23,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-08-23,5.4,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-23,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-23,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-23,7.2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-27,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-27,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-27,13.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-08-27,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-08-27,5.3,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-27,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-27,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-27,7.2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-30,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-30,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-08-30,13.1,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-08-30,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-08-30,5.1,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-30,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-30,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-08-30,7.2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-09-06,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-09-06,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-09-06,12.7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-09-06,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-09-06,4.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-09-06,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-09-06,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-09-06,6.7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-09-13,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-09-13,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-09-13,12.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-09-13,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-09-13,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-09-17,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-09-17,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-09-17,11.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-09-17,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-09-17,4,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-09-17,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-09-17,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-09-17,6,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-09-20,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-09-20,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-09-20,11.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-09-20,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-09-20,3.4,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-09-20,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-09-20,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-09-20,5.3,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-09-27,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-09-27,7,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2018-09-27,11.3,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cle,2018-09-27,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-09-27,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-09-27,2,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clw,2018-09-27,4.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,cleif,2018-10-04,0.5,Br,mg/L,Br_mg.L,NA
Conestogo Lake,LA,clc,2017-06-21,2,NO3.N,mgN/L,NO3.N_mgN.L,NA
Conestogo Lake,LA,clc,2017-06-21,7,NO3.N,mgN/L,NO3.N_mgN.L,4.81
Conestogo Lake,LA,clc,2017-06-21,16,NO3.N,mgN/L,NO3.N_mgN.L,4.98
Conestogo Lake,LA,clc,2017-07-05,2,NO3.N,mgN/L,NO3.N_mgN.L,5.65
Conestogo Lake,LA,clc,2017-07-05,7,NO3.N,mgN/L,NO3.N_mgN.L,5.64
Conestogo Lake,LA,clc,2017-07-05,16,NO3.N,mgN/L,NO3.N_mgN.L,5.06
Conestogo Lake,LA,cle,2017-07-05,2,NO3.N,mgN/L,NO3.N_mgN.L,5.63
Conestogo Lake,LA,cle,2017-07-05,8,NO3.N,mgN/L,NO3.N_mgN.L,5.43
Conestogo Lake,LA,cle,2017-07-11,2,NO3.N,mgN/L,NO3.N_mgN.L,5.12
Conestogo Lake,LA,cle,2017-07-11,8,NO3.N,mgN/L,NO3.N_mgN.L,4.88
Conestogo Lake,LA,clw,2017-07-11,2,NO3.N,mgN/L,NO3.N_mgN.L,5.43
Conestogo Lake,LA,clw,2017-07-11,7,NO3.N,mgN/L,NO3.N_mgN.L,5.48
Conestogo Lake,LA,clw,2017-07-11,10,NO3.N,mgN/L,NO3.N_mgN.L,5.22
Conestogo Lake,LA,clc,2017-07-14,2,NO3.N,mgN/L,NO3.N_mgN.L,5.32
Conestogo Lake,LA,clc,2017-07-14,7,NO3.N,mgN/L,NO3.N_mgN.L,5.32
Conestogo Lake,LA,clc,2017-07-14,16,NO3.N,mgN/L,NO3.N_mgN.L,5.19
Conestogo Lake,LA,clc,2017-07-18,2,NO3.N,mgN/L,NO3.N_mgN.L,5.11
Conestogo Lake,LA,clc,2017-07-18,7,NO3.N,mgN/L,NO3.N_mgN.L,5.31
Conestogo Lake,LA,clc,2017-07-18,16,NO3.N,mgN/L,NO3.N_mgN.L,5.2
Conestogo Lake,LA,cle,2017-07-19,2,NO3.N,mgN/L,NO3.N_mgN.L,4.58
Conestogo Lake,LA,cle,2017-07-19,8,NO3.N,mgN/L,NO3.N_mgN.L,3.24
Conestogo Lake,LA,clw,2017-07-19,2,NO3.N,mgN/L,NO3.N_mgN.L,5.18
Conestogo Lake,LA,clw,2017-07-19,7,NO3.N,mgN/L,NO3.N_mgN.L,4.98
Conestogo Lake,LA,clw,2017-07-19,10,NO3.N,mgN/L,NO3.N_mgN.L,5.13
Conestogo Lake,LA,clc,2017-07-25,2,NO3.N,mgN/L,NO3.N_mgN.L,4.78
Conestogo Lake,LA,clc,2017-07-25,7,NO3.N,mgN/L,NO3.N_mgN.L,4.81
Conestogo Lake,LA,clc,2017-07-25,16,NO3.N,mgN/L,NO3.N_mgN.L,5.12
Conestogo Lake,LA,cle,2017-07-25,2,NO3.N,mgN/L,NO3.N_mgN.L,3.92
Conestogo Lake,LA,cle,2017-07-25,8,NO3.N,mgN/L,NO3.N_mgN.L,3.78
Conestogo Lake,LA,clw,2017-07-25,2,NO3.N,mgN/L,NO3.N_mgN.L,4.76
Conestogo Lake,LA,clw,2017-07-25,7,NO3.N,mgN/L,NO3.N_mgN.L,4.76
Conestogo Lake,LA,clw,2017-07-25,10,NO3.N,mgN/L,NO3.N_mgN.L,4.85
Conestogo Lake,LA,cle,2017-07-31,2,NO3.N,mgN/L,NO3.N_mgN.L,4.13
Conestogo Lake,LA,cle,2017-07-31,7,NO3.N,mgN/L,NO3.N_mgN.L,3.81
Conestogo Lake,LA,clw,2017-07-31,2,NO3.N,mgN/L,NO3.N_mgN.L,4.63
Conestogo Lake,LA,clw,2017-07-31,7,NO3.N,mgN/L,NO3.N_mgN.L,4.55
Conestogo Lake,LA,clw,2017-07-31,9,NO3.N,mgN/L,NO3.N_mgN.L,4.31
Conestogo Lake,LA,clc,2017-08-01,2,NO3.N,mgN/L,NO3.N_mgN.L,4.64
Conestogo Lake,LA,clc,2017-08-01,7,NO3.N,mgN/L,NO3.N_mgN.L,4.68
Conestogo Lake,LA,clc,2017-08-01,15,NO3.N,mgN/L,NO3.N_mgN.L,4.24
Conestogo Lake,LA,clc,2017-08-10,2,NO3.N,mgN/L,NO3.N_mgN.L,4.23
Conestogo Lake,LA,clc,2017-08-10,7,NO3.N,mgN/L,NO3.N_mgN.L,4.29
Conestogo Lake,LA,clc,2017-08-10,15,NO3.N,mgN/L,NO3.N_mgN.L,3.47
Conestogo Lake,LA,cle,2017-08-10,2,NO3.N,mgN/L,NO3.N_mgN.L,3.86
Conestogo Lake,LA,cle,2017-08-10,6.5,NO3.N,mgN/L,NO3.N_mgN.L,2.74
Conestogo Lake,LA,clw,2017-08-10,2,NO3.N,mgN/L,NO3.N_mgN.L,4.23
Conestogo Lake,LA,clw,2017-08-10,7,NO3.N,mgN/L,NO3.N_mgN.L,4.19
Conestogo Lake,LA,clw,2017-08-10,9,NO3.N,mgN/L,NO3.N_mgN.L,3.68
Conestogo Lake,LA,clc,2017-08-17,2,NO3.N,mgN/L,NO3.N_mgN.L,3.99
Conestogo Lake,LA,clc,2017-08-17,7,NO3.N,mgN/L,NO3.N_mgN.L,3.89
Conestogo Lake,LA,clc,2017-08-17,15,NO3.N,mgN/L,NO3.N_mgN.L,3.37
Conestogo Lake,LA,cle,2017-08-17,2,NO3.N,mgN/L,NO3.N_mgN.L,3.34
Conestogo Lake,LA,cle,2017-08-17,6.5,NO3.N,mgN/L,NO3.N_mgN.L,3.03
Conestogo Lake,LA,clw,2017-08-17,2,NO3.N,mgN/L,NO3.N_mgN.L,3.89
Conestogo Lake,LA,clw,2017-08-17,7,NO3.N,mgN/L,NO3.N_mgN.L,3.89
Conestogo Lake,LA,clw,2017-08-17,8.5,NO3.N,mgN/L,NO3.N_mgN.L,3.6
Conestogo Lake,LA,clc,2018-05-11,2,NO3.N,mgN/L,NO3.N_mgN.L,4.46
Conestogo Lake,LA,clc,2018-05-11,7,NO3.N,mgN/L,NO3.N_mgN.L,4.6
Conestogo Lake,LA,clc,2018-05-11,18,NO3.N,mgN/L,NO3.N_mgN.L,4.55
Conestogo Lake,LA,cleif,2018-05-11,0.5,NO3.N,mgN/L,NO3.N_mgN.L,3.25
Conestogo Lake,LA,cle,2018-05-17,2,NO3.N,mgN/L,NO3.N_mgN.L,3.27
Conestogo Lake,LA,cle,2018-05-17,7,NO3.N,mgN/L,NO3.N_mgN.L,4.54
Conestogo Lake,LA,cle,2018-05-17,10,NO3.N,mgN/L,NO3.N_mgN.L,4.3
Conestogo Lake,LA,cleif,2018-05-17,0.5,NO3.N,mgN/L,NO3.N_mgN.L,2.31
Conestogo Lake,LA,clw,2018-05-17,2,NO3.N,mgN/L,NO3.N_mgN.L,3.86
Conestogo Lake,LA,clw,2018-05-17,7,NO3.N,mgN/L,NO3.N_mgN.L,4.5
Conestogo Lake,LA,clw,2018-05-17,11.8,NO3.N,mgN/L,NO3.N_mgN.L,4.46
Conestogo Lake,LA,clc,2018-05-23,2,NO3.N,mgN/L,NO3.N_mgN.L,4
Conestogo Lake,LA,clc,2018-05-23,7,NO3.N,mgN/L,NO3.N_mgN.L,4.02
Conestogo Lake,LA,clc,2018-05-23,18,NO3.N,mgN/L,NO3.N_mgN.L,4.06
Conestogo Lake,LA,cle,2018-05-23,2,NO3.N,mgN/L,NO3.N_mgN.L,3.9
