site,date,temp.C,pressure.mmhg,DO.mgl,spc,pH,FNU,PC_RFU,PC,Chl_RFU,Chl,depth.sonde.m,depth.adj
clc,2017-07-25,22.211,733.3,8.9,388,8.66,4.36,-0.245,-0.25,0.404,1.61,NA,5.337
clc,2017-07-25,22.195,733.3,9.01,387.4,8.68,4.03,-0.178,-0.18,0.364,1.46,NA,5.987
clc,2017-07-25,22.195,733.3,9.01,387.4,8.68,4.14,-0.187,-0.19,0.36,1.44,NA,5.987
clc,2017-07-25,22.195,733.3,9.01,387.4,8.68,4.18,-0.21,-0.21,0.362,1.45,NA,5.988
clc,2017-07-25,22.193,733.3,9.05,387.2,8.68,4.65,-0.121,-0.12,0.38,1.52,NA,6.437
clc,2017-07-25,22.193,733.3,9.05,387.1,8.68,4.61,-0.114,-0.11,0.382,1.53,NA,6.437
clc,2017-07-25,22.193,733.3,9.05,387.1,8.68,4.61,-0.114,-0.11,0.387,1.55,NA,6.437
clc,2017-07-25,22.194,733.3,9.1,387,8.69,4.45,-0.196,-0.2,0.387,1.55,NA,6.927
clc,2017-07-25,22.194,733.4,9.1,387,8.69,4.48,-0.206,-0.21,0.405,1.62,NA,6.926
clc,2017-07-25,22.194,733.3,9.1,387,8.69,4.58,-0.185,-0.18,0.389,1.55,NA,6.926
clc,2017-07-25,22.125,733.3,8.9,387.4,8.67,4.61,-0.349,-0.35,0.339,1.36,NA,7.534
clc,2017-07-25,22.125,733.3,8.9,387.4,8.67,4.49,-0.342,-0.34,0.327,1.31,NA,7.534
clc,2017-07-25,22.125,733.3,8.9,387.4,8.67,4.67,-0.321,-0.32,0.313,1.25,NA,7.535
clc,2017-07-25,22.097,733.3,8.76,387.8,8.66,5.07,-0.425,-0.42,0.358,1.43,NA,7.885
clc,2017-07-25,22.097,733.3,8.76,387.8,8.66,5.18,-0.424,-0.42,0.339,1.36,NA,7.884
clc,2017-07-25,22.097,733.3,8.76,387.8,8.66,5.07,-0.442,-0.44,0.336,1.34,NA,7.884
clc,2017-07-25,22.01,733.4,8.5,388.8,8.62,5.23,-0.461,-0.46,0.329,1.31,NA,8.493
clc,2017-07-25,22.01,733.3,8.49,388.8,8.62,5.35,-0.468,-0.47,0.324,1.3,NA,8.493
clc,2017-07-25,22.01,733.3,8.49,388.8,8.62,5.41,-0.477,-0.48,0.308,1.23,NA,8.493
clc,2017-07-25,21.833,733.3,7.7,391.9,8.51,5.32,-0.577,-0.58,0.332,1.33,NA,9.011
clc,2017-07-25,21.834,733.4,7.69,391.8,8.51,5.33,-0.568,-0.57,0.345,1.38,NA,9.01
clc,2017-07-25,21.835,733.3,7.69,391.8,8.51,5.27,-0.57,-0.57,0.348,1.39,NA,9.01
clc,2017-07-25,20.819,733.4,3.22,405.8,7.92,5.44,-0.715,-0.71,0.322,1.29,NA,9.526
clc,2017-07-25,20.804,733.5,3.21,405.9,7.91,5.26,-0.715,-0.72,0.33,1.32,NA,9.526
clc,2017-07-25,20.78,733.4,3.19,406,7.9,5.15,-0.72,-0.72,0.33,1.32,NA,9.527
clc,2017-07-25,20.875,733.5,3.21,405.5,7.88,5.99,-0.719,-0.72,0.363,1.45,NA,9.511
clc,2017-07-25,20.862,733.4,3.17,405.6,7.87,5.94,-0.706,-0.71,0.367,1.47,NA,9.512
clc,2017-07-25,20.843,733.4,3.15,405.8,7.87,5.87,-0.718,-0.72,0.375,1.5,NA,9.512
clc,2017-07-25,20.185,733.4,1.69,408.7,7.7,3.49,-0.746,-0.75,0.278,1.11,NA,10.031
clc,2017-07-25,20.185,733.5,1.68,408.7,7.7,3.53,-0.744,-0.74,0.278,1.11,NA,10.031
clc,2017-07-25,20.185,733.5,1.68,408.7,7.7,3.68,-0.755,-0.75,0.283,1.13,NA,10.031
clc,2017-07-25,19.982,733.5,1.15,412.3,7.65,4.73,-0.749,-0.75,0.267,1.07,NA,10.659
clc,2017-07-25,19.981,733.5,1.15,412.3,7.65,4.78,-0.746,-0.75,0.28,1.12,NA,10.658
clc,2017-07-25,19.98,733.4,1.15,412.3,7.65,4.8,-0.744,-0.74,0.283,1.13,NA,10.658
clc,2017-07-25,19.895,733.5,0.95,413,7.63,5.02,-0.74,-0.74,0.293,1.17,NA,10.965
clc,2017-07-25,19.895,733.4,0.95,412.9,7.63,5.04,-0.732,-0.73,0.303,1.21,NA,10.965
clc,2017-07-25,19.894,733.5,0.95,412.9,7.63,5.09,-0.734,-0.73,0.31,1.24,NA,10.966
clc,2017-07-25,19.811,733.5,0.91,412.7,7.62,4.8,-0.731,-0.73,0.291,1.16,NA,11.471
clc,2017-07-25,19.811,733.4,0.91,412.7,7.62,4.75,-0.732,-0.73,0.289,1.16,NA,11.47
clc,2017-07-25,19.811,733.5,0.91,412.7,7.62,4.82,-0.739,-0.74,0.292,1.17,NA,11.469
clc,2017-07-25,19.735,733.5,0.84,412.5,7.61,4.35,-0.738,-0.74,0.296,1.18,NA,11.989
clc,2017-07-25,19.733,733.4,0.84,412.5,7.61,4.33,-0.735,-0.73,0.295,1.18,NA,11.988
clc,2017-07-25,19.733,733.4,0.84,412.4,7.61,4.43,-0.737,-0.74,0.298,1.19,NA,11.989
clc,2017-07-25,19.643,733.5,0.96,410.1,7.61,3.71,-0.749,-0.75,0.311,1.24,NA,12.508
clc,2017-07-25,19.642,733.5,0.96,410.1,7.61,3.74,-0.753,-0.75,0.301,1.2,NA,12.509
clc,2017-07-25,19.642,733.5,0.96,410.1,7.61,3.75,-0.749,-0.75,0.305,1.22,NA,12.509
clc,2017-07-25,19.554,733.6,0.54,414.2,7.59,3.72,-0.767,-0.77,0.29,1.16,NA,13.076
clc,2017-07-25,19.555,733.6,0.55,414.2,7.59,3.76,-0.763,-0.76,0.294,1.18,NA,13.075
clc,2017-07-25,19.555,733.6,0.55,414.1,7.59,3.75,-0.768,-0.77,0.296,1.18,NA,13.075
clc,2017-07-25,19.454,733.6,0.12,419,7.58,5.18,-0.719,-0.72,0.317,1.27,NA,13.535
clc,2017-07-25,19.453,733.6,0.12,419,7.58,5.2,-0.725,-0.72,0.318,1.27,NA,13.535
clc,2017-07-25,19.453,733.6,0.12,419,7.58,5.17,-0.726,-0.73,0.307,1.23,NA,13.536
clc,2017-07-25,19.375,733.6,0.05,418.5,7.58,5.89,-0.755,-0.76,0.321,1.28,NA,13.89
clc,2017-07-25,19.373,733.6,0.05,418.5,7.58,5.96,-0.753,-0.75,0.323,1.29,NA,13.908
clc,2017-07-25,19.371,733.6,0.05,418.5,7.58,5.97,-0.755,-0.75,0.32,1.28,NA,13.925
clc,2017-07-25,19.296,733.6,-0.01,418.2,7.57,5.84,-0.739,-0.74,0.339,1.35,NA,14.458
clc,2017-07-25,19.296,733.6,0,418.2,7.57,5.87,-0.741,-0.74,0.338,1.35,NA,14.459
clc,2017-07-25,19.296,733.6,0,418.2,7.57,5.9,-0.742,-0.74,0.34,1.36,NA,14.46
clc,2017-07-25,19.204,733.6,-0.02,417.2,7.57,6.23,-0.733,-0.73,0.33,1.32,NA,14.95
clc,2017-07-25,19.204,733.6,-0.02,417.2,7.57,6.18,-0.736,-0.74,0.332,1.33,NA,14.949
cle,2017-07-25,18.779,733.6,6.39,487.5,7.76,56.09,-0.395,-0.39,1.094,4.38,NA,8.409
cle,2017-07-25,18.779,733.6,6.39,487.5,7.76,51.9,-0.392,-0.39,1.094,4.37,NA,8.409
cle,2017-07-25,22.666,733.6,8.5,413.3,8.53,8.09,0.356,0.36,0.304,1.21,NA,0.184
cle,2017-07-25,22.667,733.6,8.51,413.3,8.53,8.1,0.348,0.35,0.308,1.23,NA,0.179
cle,2017-07-25,22.669,733.6,8.51,413.3,8.53,7.8,0.339,0.34,0.312,1.25,NA,0.17
cle,2017-07-25,22.606,733.5,8.27,416.4,8.46,7.1,0.148,0.15,0.285,1.14,NA,0.142
cle,2017-07-25,22.606,733.4,8.27,416.4,8.46,7.13,0.133,0.13,0.282,1.13,NA,0.142
cle,2017-07-25,22.606,733.5,8.27,416.4,8.47,7.13,0.152,0.15,0.283,1.13,NA,0.143
cle,2017-07-25,22.551,733.6,8.31,415.3,8.45,6.87,0.499,0.5,0.392,1.57,NA,0.951
cle,2017-07-25,22.552,733.5,8.31,415.3,8.45,6.93,0.469,0.47,0.388,1.55,NA,0.95
cle,2017-07-25,22.553,733.6,8.31,415.3,8.45,7.1,0.456,0.46,0.378,1.51,NA,0.95
cle,2017-07-25,22.449,733.6,8.33,416.2,8.44,7.59,0.616,0.62,0.479,1.92,NA,1.412
cle,2017-07-25,22.449,733.6,8.33,416.2,8.44,7.69,0.586,0.59,0.495,1.98,NA,1.412
cle,2017-07-25,22.45,733.6,8.33,416.3,8.44,7.7,0.575,0.57,0.491,1.96,NA,1.412
cle,2017-07-25,22.383,733.5,8.08,420.4,8.41,7.49,0.392,0.39,0.384,1.54,NA,1.999
cle,2017-07-25,22.382,733.6,8.07,420.4,8.41,7.74,0.39,0.39,0.383,1.53,NA,1.999
cle,2017-07-25,22.382,733.6,8.07,420.4,8.41,7.69,0.426,0.43,0.399,1.59,NA,2
cle,2017-07-25,22.355,733.6,7.82,421.8,8.35,6.89,0.296,0.3,0.419,1.67,NA,2.494
cle,2017-07-25,22.355,733.6,7.83,421.8,8.35,7,0.285,0.28,0.416,1.66,NA,2.494
cle,2017-07-25,22.356,733.6,7.83,421.8,8.35,7.17,0.311,0.31,0.423,1.69,NA,2.495
cle,2017-07-25,22.301,733.6,7.58,425.2,8.31,6.91,-0.028,-0.03,0.401,1.6,NA,2.939
cle,2017-07-25,22.301,733.6,7.58,425.2,8.31,7.09,-0.009,-0.01,0.388,1.55,NA,2.939
cle,2017-07-25,22.301,733.6,7.58,425.3,8.31,7.16,-0.007,-0.01,0.381,1.52,NA,2.939
cle,2017-07-25,22.255,733.6,7.84,428.1,8.31,8.9,0.26,0.26,0.406,1.63,NA,3.463
cle,2017-07-25,22.256,733.6,7.85,428.1,8.31,8.84,0.268,0.27,0.405,1.62,NA,3.463
cle,2017-07-25,22.256,733.6,7.85,428,8.31,9.03,0.266,0.27,0.413,1.65,NA,3.463
cle,2017-07-25,22.22,733.6,7.27,428.2,8.24,7.52,-0.073,-0.07,0.387,1.55,NA,3.9
cle,2017-07-25,22.22,733.6,7.27,428.2,8.24,7.5,-0.084,-0.08,0.393,1.57,NA,3.899
cle,2017-07-25,22.219,733.7,7.26,428.3,8.24,7.52,-0.12,-0.12,0.392,1.57,NA,3.899
cle,2017-07-25,22.142,733.6,6.62,430.4,8.14,8.95,-0.297,-0.3,0.355,1.42,NA,4.444
cle,2017-07-25,22.143,733.6,6.63,430.3,8.14,8.94,-0.3,-0.3,0.345,1.38,NA,4.443
cle,2017-07-25,22.143,733.5,6.63,430.4,8.14,9.02,-0.293,-0.29,0.347,1.39,NA,4.443
cle,2017-07-25,21.804,733.6,2.09,472,7.71,9.54,-0.694,-0.69,0.362,1.45,NA,5.08
cle,2017-07-25,21.803,733.6,2.08,472,7.71,9.52,-0.681,-0.68,0.353,1.41,NA,5.081
cle,2017-07-25,21.802,733.6,2.07,471.9,7.71,9.43,-0.679,-0.68,0.363,1.45,NA,5.082
cle,2017-07-25,21.535,733.6,1.92,460.1,7.67,8.92,-0.702,-0.7,0.325,1.3,NA,5.629
cle,2017-07-25,21.535,733.6,1.92,460.1,7.67,8.92,-0.706,-0.71,0.323,1.29,NA,5.629
cle,2017-07-25,21.535,733.6,1.92,459.9,7.67,9.01,-0.718,-0.72,0.325,1.3,NA,5.63
cle,2017-07-25,21.163,733.6,3.88,471,7.73,14.26,-0.597,-0.6,0.609,2.44,NA,5.915
cle,2017-07-25,21.166,733.6,3.87,471,7.73,15.31,-0.604,-0.6,0.613,2.45,NA,5.915
cle,2017-07-25,21.17,733.6,3.86,470.9,7.73,16.73,-0.608,-0.61,0.608,2.43,NA,5.915
cle,2017-07-25,20.284,733.6,5.64,474.8,7.79,21.89,-0.512,-0.51,0.766,3.07,NA,6.53
cle,2017-07-25,20.287,733.6,5.64,474.8,7.79,21.5,-0.509,-0.51,0.767,3.07,NA,6.529
cle,2017-07-25,20.289,733.6,5.63,474.7,7.79,22.59,-0.511,-0.51,0.763,3.05,NA,6.529
cle,2017-07-25,18.904,733.6,6.35,485.7,7.77,41.8,-0.521,-0.52,0.975,3.9,NA,7.016
cle,2017-07-25,18.902,733.6,6.35,485.7,7.77,39.72,-0.51,-0.51,0.978,3.91,NA,7.016
cle,2017-07-25,18.901,733.6,6.34,485.7,7.77,35.38,-0.513,-0.51,0.975,3.9,NA,7.016
cle,2017-07-25,18.787,733.6,6.39,487.2,7.76,52.07,-0.448,-0.45,1.042,4.17,NA,7.944
cle,2017-07-25,18.787,733.7,6.39,487.1,7.76,51.26,-0.456,-0.46,1.035,4.14,NA,7.944
cle,2017-07-25,18.787,733.6,6.39,487.2,7.76,51.34,-0.468,-0.47,1.032,4.13,NA,7.944
cle,2017-07-25,18.785,733.6,6.39,487.1,7.76,50.09,-0.446,-0.45,1.079,4.31,NA,7.951
cle,2017-07-25,18.785,733.6,6.39,487.1,7.76,47.89,-0.448,-0.45,1.081,4.32,NA,7.951
cle,2017-07-25,18.785,733.6,6.39,487.1,7.76,54.52,-0.447,-0.45,1.088,4.35,NA,7.951
cle,2017-07-25,18.779,733.6,6.39,487.5,7.76,56.97,-0.395,-0.4,1.095,4.38,NA,8.409
clw,2017-07-25,20.229,733.6,1.11,414.6,7.54,18.33,-0.642,-0.64,0.404,1.62,NA,10.468
clw,2017-07-25,20.229,733.6,1.11,414.6,7.54,18.44,-0.64,-0.64,0.398,1.59,NA,10.468
clw,2017-07-25,22.863,733.4,10.23,384.2,8.77,10.53,0.962,0.96,0.461,1.84,NA,0.286
clw,2017-07-25,22.863,733.4,10.23,384.2,8.77,10.18,0.965,0.97,0.444,1.78,NA,0.282
clw,2017-07-25,22.864,733.4,10.23,384.2,8.77,10.38,0.99,0.99,0.441,1.76,NA,0.276
clw,2017-07-25,22.865,733.4,10.25,384.1,8.77,9.49,1.125,1.13,0.525,2.1,NA,0.541
clw,2017-07-25,22.867,733.3,10.25,384.2,8.77,9.64,1.098,1.1,0.524,2.1,NA,0.542
clw,2017-07-25,22.868,733.4,10.25,384.1,8.77,9.4,1.106,1.11,0.544,2.18,NA,0.543
clw,2017-07-25,22.771,733.3,10.28,383.8,8.77,9.32,1.248,1.25,0.778,3.11,NA,1.024
clw,2017-07-25,22.769,733.4,10.28,383.8,8.77,9.43,1.22,1.22,0.792,3.17,NA,1.024
clw,2017-07-25,22.766,733.3,10.28,383.8,8.77,9.37,1.25,1.25,0.797,3.19,NA,1.025
clw,2017-07-25,22.59,733.4,10.37,383.6,8.77,10.47,1.257,1.26,0.941,3.76,NA,1.51
clw,2017-07-25,22.591,733.3,10.37,383.5,8.77,10.29,1.213,1.21,0.95,3.8,NA,1.51
clw,2017-07-25,22.591,733.4,10.38,383.5,8.77,10.79,1.225,1.23,0.945,3.78,NA,1.51
clw,2017-07-25,22.467,733.4,10.19,383.5,8.77,10.53,1.486,1.49,0.869,3.47,NA,1.971
clw,2017-07-25,22.467,733.3,10.19,383.5,8.77,10.64,1.488,1.49,0.878,3.51,NA,1.971
clw,2017-07-25,22.466,733.4,10.19,383.5,8.77,10.71,1.445,1.45,0.88,3.52,NA,1.971
clw,2017-07-25,22.398,733.5,9.91,383.8,8.73,9.82,1.749,1.75,0.784,3.14,NA,2.518
clw,2017-07-25,22.398,733.5,9.91,383.8,8.73,10.13,1.814,1.81,0.785,3.14,NA,2.518
clw,2017-07-25,22.398,733.5,9.91,383.8,8.73,10.15,1.704,1.7,0.785,3.14,NA,2.518
clw,2017-07-25,22.322,733.5,9.75,383.7,8.7,5.46,1.692,1.69,0.649,2.6,NA,2.951
clw,2017-07-25,22.322,733.5,9.75,383.7,8.7,10.46,1.629,1.63,0.652,2.61,NA,2.951
clw,2017-07-25,22.322,733.5,9.74,383.7,8.7,13.98,1.648,1.65,0.673,2.69,NA,2.951
clw,2017-07-25,22.213,733.5,9.61,382.8,8.68,12.62,1.614,1.61,0.72,2.88,NA,3.504
clw,2017-07-25,22.213,733.4,9.61,382.8,8.68,12.08,1.72,1.72,0.762,3.05,NA,3.505
clw,2017-07-25,22.213,733.4,9.61,382.8,8.68,11.64,1.755,1.75,0.777,3.11,NA,3.505
clw,2017-07-25,22.165,733.6,9.53,383.5,8.66,9.22,1.151,1.15,0.768,3.07,NA,4.4
clw,2017-07-25,22.164,733.6,9.53,383.5,8.66,9.14,1.191,1.19,0.765,3.06,NA,4.401
clw,2017-07-25,22.164,733.6,9.53,383.5,8.66,9.23,1.233,1.23,0.743,2.97,NA,4.401
clw,2017-07-25,22.142,733.6,9.01,385.8,8.6,7.04,0.681,0.68,0.611,2.44,NA,4.918
clw,2017-07-25,22.142,733.6,9.01,385.9,8.6,7.09,0.656,0.66,0.626,2.5,NA,4.918
clw,2017-07-25,22.142,733.6,9.01,385.9,8.6,7.18,0.661,0.66,0.649,2.6,NA,4.918
clw,2017-07-25,22.056,733.6,8.64,387.9,8.55,6.85,0.617,0.62,0.67,2.68,NA,5.565
clw,2017-07-25,22.055,733.5,8.64,387.9,8.55,7.05,0.632,0.63,0.636,2.54,NA,5.565
clw,2017-07-25,22.009,733.6,8.45,388.7,8.52,6.37,0.258,0.26,0.558,2.23,NA,5.989
clw,2017-07-25,22.009,733.6,8.45,388.7,8.52,6.32,0.25,0.25,0.55,2.2,NA,5.989
clw,2017-07-25,22.008,733.5,8.45,388.7,8.52,6.29,0.236,0.24,0.56,2.24,NA,5.989
clw,2017-07-25,21.997,733.6,8.31,389.1,8.48,6.86,0.211,0.21,0.521,2.08,NA,6.45
clw,2017-07-25,21.997,733.6,8.31,389.1,8.48,6.9,0.189,0.19,0.523,2.09,NA,6.45
clw,2017-07-25,21.997,733.6,8.31,389.1,8.48,6.81,0.147,0.15,0.518,2.07,NA,6.45
clw,2017-07-25,21.99,733.6,8.26,389.1,8.46,7.42,0.178,0.18,0.574,2.3,NA,6.963
clw,2017-07-25,21.99,733.6,8.26,389.1,8.46,7.34,0.213,0.21,0.566,2.27,NA,6.963
clw,2017-07-25,21.99,733.6,8.26,389.1,8.46,7.4,0.221,0.22,0.588,2.35,NA,6.963
clw,2017-07-25,21.956,733.6,7.59,391.7,8.35,11.58,-0.229,-0.23,0.535,2.14,NA,7.455
clw,2017-07-25,21.957,733.5,7.6,391.6,8.35,11.68,-0.224,-0.22,0.517,2.07,NA,7.454
clw,2017-07-25,21.958,733.6,7.6,391.6,8.35,11.64,-0.214,-0.21,0.518,2.07,NA,7.453
clw,2017-07-25,21.814,733.6,7.27,393.1,8.3,8.02,-0.312,-0.31,0.472,1.89,NA,8.033
clw,2017-07-25,21.814,733.6,7.28,393.1,8.3,8,-0.309,-0.31,0.474,1.9,NA,8.034
clw,2017-07-25,21.815,733.6,7.28,393.1,8.3,8.01,-0.302,-0.3,0.474,1.9,NA,8.034
clw,2017-07-25,21.763,733.6,7.23,393.3,8.29,6.92,-0.245,-0.24,0.513,2.05,NA,8.611
clw,2017-07-25,21.761,733.6,7.23,393.3,8.29,6.87,-0.244,-0.24,0.51,2.04,NA,8.61
clw,2017-07-25,21.76,733.6,7.23,393.3,8.29,6.87,-0.226,-0.23,0.491,1.96,NA,8.61
clw,2017-07-25,21.612,733.6,6.67,395.5,8.21,7.55,-0.361,-0.36,0.486,1.95,NA,8.989
clw,2017-07-25,21.611,733.6,6.67,395.5,8.21,7.59,-0.361,-0.36,0.493,1.97,NA,8.989
clw,2017-07-25,21.611,733.6,6.67,395.5,8.21,7.59,-0.347,-0.35,0.48,1.92,NA,8.989
clw,2017-07-25,21.174,733.6,5.2,402.8,7.95,12.68,-0.527,-0.53,0.459,1.83,NA,9.497
clw,2017-07-25,21.162,733.6,5.19,403,7.95,12.72,-0.524,-0.52,0.455,1.82,NA,9.498
clw,2017-07-25,21.151,733.6,5.17,403.2,7.95,12.68,-0.522,-0.52,0.455,1.82,NA,9.499
clw,2017-07-25,20.427,733.6,1.91,412.5,7.61,15.38,-0.632,-0.63,0.378,1.51,NA,9.973
