site,date,temp.C,pressure.mmhg,DO.mgl,spc,pH,FNU,PC_RFU,PC,Chl_RFU,Chl,depth.sonde.m,depth.adj
clc,2017-08-17,21.385,726.1,0.03,416.3,7.66,6.87,0.224,0.23,0.781,3.29,10.386,10.5
clc,2017-08-17,21.295,726.2,0.02,418.8,7.65,9.34,0.27,0.27,0.843,3.54,10.865,11
clc,2017-08-17,21.297,726.1,0.02,418.8,7.65,9.37,0.24,0.24,0.87,3.64,10.865,11
clc,2017-08-17,21.296,726.2,0.02,418.8,7.65,9.48,0.244,0.25,0.909,3.8,10.864,11
clc,2017-08-17,21.261,726.1,0.01,419.7,7.64,11.68,0.194,0.2,0.783,3.29,11.424,11.5
clc,2017-08-17,21.26,726.1,0.01,419.7,7.64,11.47,0.18,0.18,0.803,3.38,11.423,11.5
clc,2017-08-17,21.259,726.2,0.01,419.7,7.64,11.69,0.193,0.2,0.806,3.38,11.423,11.5
clc,2017-08-17,21.24,726.1,0,420.4,7.64,12.1,0.176,0.18,0.718,3.03,11.853,12
clc,2017-08-17,21.237,726.1,0,420.6,7.64,12.07,0.188,0.19,0.654,2.78,11.855,12
clc,2017-08-17,21.234,726.1,0,420.6,7.64,12.03,0.169,0.17,0.676,2.87,11.856,12
clc,2017-08-17,21.225,726.2,0,421,7.64,11.76,0.157,0.16,0.649,2.76,12.427,12.5
clc,2017-08-17,21.226,726.1,0,421.1,7.64,11.8,0.154,0.16,0.631,2.68,12.44,12.5
clc,2017-08-17,21.225,726.1,0,421.2,7.64,11.57,0.159,0.16,0.622,2.65,12.444,12.5
clc,2017-08-17,21.196,726.1,-0.01,422.7,7.64,9.95,0.142,0.14,0.549,2.36,12.845,13
clc,2017-08-17,21.198,726.1,-0.01,422.6,7.64,10.02,0.128,0.13,0.601,2.56,12.844,13
clc,2017-08-17,21.206,726.1,-0.02,422.1,7.64,10.46,0.116,0.12,0.594,2.54,12.85,13
clc,2017-08-17,21.172,726.1,-0.02,421.8,7.64,12.43,0.16,0.16,0.564,2.42,13.43,13.5
clc,2017-08-17,21.172,726.1,-0.02,422.1,7.64,11.65,0.142,0.14,0.578,2.47,13.433,13.5
clc,2017-08-17,21.172,726.2,-0.02,422.4,7.64,11.22,0.121,0.12,0.568,2.43,13.434,13.5
clc,2017-08-17,21.088,726.1,-0.02,421.5,7.63,12.9,0.131,0.13,0.527,2.27,13.896,14
clc,2017-08-17,21.086,726.1,-0.02,421.5,7.63,12.87,0.115,0.12,0.532,2.29,13.898,14
clc,2017-08-17,21.081,726.1,-0.02,421.5,7.63,12.78,0.135,0.14,0.508,2.19,13.9,14
clc,2017-08-17,20.887,726.1,-0.02,425.1,7.63,12.44,0.156,0.16,0.555,2.38,14.417,14.5
clc,2017-08-17,20.881,726.1,-0.03,425.1,7.63,12.35,0.143,0.15,0.552,2.37,14.421,14.5
clc,2017-08-17,20.879,726.1,-0.02,425.2,7.63,12.46,0.153,0.15,0.538,2.31,14.426,14.5
clc,2017-08-17,20.522,726.1,-0.02,431.7,7.59,21.16,0.212,0.21,0.55,2.36,14.842,15
clc,2017-08-17,20.522,726.1,-0.02,431.7,7.59,21.56,0.181,0.18,0.542,2.33,14.84,15
clc,2017-08-17,20.514,726.1,-0.03,431.6,7.59,20.73,0.185,0.19,0.585,2.5,14.828,15
cle,2017-08-17,23.472,727.9,14.77,378,8.87,7.71,1.678,1.69,3.617,14.66,0.057,0
cle,2017-08-17,23.468,727.9,14.79,378,8.87,7.54,1.739,1.75,4.095,16.57,0.055,0
cle,2017-08-17,23.466,727.9,14.8,378,8.87,7.71,1.813,1.83,3.916,15.86,0.058,0
cle,2017-08-17,23.468,727.9,14.82,378,8.87,7.67,1.91,1.93,4.075,16.5,0.503,0.5
cle,2017-08-17,23.468,727.7,14.81,378,8.87,7.46,1.904,1.92,4.11,16.63,0.502,0.5
cle,2017-08-17,23.467,727.8,14.83,378,8.86,7.72,1.931,1.95,3.803,15.4,0.5,0.5
cle,2017-08-17,23.452,727.8,14.79,377.9,8.86,8.33,1.982,2,4.495,18.18,0.875,1
cle,2017-08-17,23.452,727.9,14.78,377.9,8.86,8.14,1.994,2.01,3.547,14.38,0.911,1
cle,2017-08-17,23.451,727.8,14.77,378,8.86,8.22,1.994,2.01,3.969,16.07,0.948,1
cle,2017-08-17,23.424,727.8,14.6,378.2,8.82,9.23,1.942,1.96,3.93,15.91,1.385,1.5
cle,2017-08-17,23.418,727.8,14.5,378.9,8.82,9.97,1.864,1.88,4.004,16.21,1.386,1.5
cle,2017-08-17,23.414,727.8,14.41,379,8.81,9.85,1.907,1.92,4.111,16.64,1.386,1.5
cle,2017-08-17,23.324,727.7,13.22,385.2,8.72,9.78,1.967,1.98,3.42,13.87,1.857,2
cle,2017-08-17,23.324,727.7,13.2,385.7,8.72,9.41,1.938,1.95,3.442,13.95,1.858,2
cle,2017-08-17,23.324,727.9,13.11,385.4,8.72,9.9,1.954,1.97,3.49,14.15,1.858,2
cle,2017-08-17,23.107,727.8,11.64,392.2,8.65,7.79,1.683,1.7,2.94,11.94,2.396,2.5
cle,2017-08-17,23.109,727.8,11.64,392,8.65,8.02,1.762,1.78,3.1,12.58,2.395,2.5
cle,2017-08-17,23.113,727.8,11.66,391.9,8.65,8.18,1.703,1.72,3.112,12.63,2.395,2.5
cle,2017-08-17,22.942,727.8,10.78,395.6,8.62,7.55,2,2.02,3.042,12.35,2.855,3
cle,2017-08-17,22.943,727.8,10.79,395.7,8.62,7.95,2.021,2.04,3.102,12.59,2.856,3
cle,2017-08-17,22.935,727.7,10.75,396.2,8.62,7.95,1.951,1.97,3.197,12.97,2.857,3
cle,2017-08-17,22.833,727.8,9.68,400.3,8.52,7.66,2.156,2.17,3.248,13.18,3.39,3.5
cle,2017-08-17,22.829,727.9,9.61,400.4,8.52,7.46,2.16,2.18,2.863,11.63,3.389,3.5
cle,2017-08-17,22.83,727.7,9.53,400.1,8.52,7.27,2.095,2.11,3.22,13.06,3.389,3.5
cle,2017-08-17,22.632,727.7,7.15,408.8,8.28,6.64,1.855,1.87,3.092,12.55,3.888,4
cle,2017-08-17,22.634,727.7,7.16,408.7,8.28,7.09,1.89,1.91,3.09,12.54,3.893,4
cle,2017-08-17,22.642,727.8,7.24,408.5,8.29,7.12,1.842,1.86,3.076,12.49,3.897,4
cle,2017-08-17,22.578,727.8,6.52,411.2,8.2,6.55,1.516,1.53,2.956,12.01,4.402,4.5
cle,2017-08-17,22.579,727.8,6.51,411.1,8.2,6.7,1.527,1.54,3.007,12.21,4.402,4.5
cle,2017-08-17,22.58,727.8,6.52,411,8.2,6.41,1.491,1.5,3.032,12.31,4.402,4.5
cle,2017-08-17,22.501,727.8,5.28,415.7,8.03,5.19,1.1,1.11,2.819,11.46,4.873,5
cle,2017-08-17,22.501,727.8,5.33,416,8.03,5.28,1.076,1.09,2.807,11.41,4.874,5
cle,2017-08-17,22.499,727.7,5.36,416.5,8.04,5.41,1.081,1.09,2.871,11.67,4.873,5
cle,2017-08-17,22.325,727.7,2.39,429.7,7.72,9.17,0.682,0.69,2.175,8.88,5.392,5.5
cle,2017-08-17,22.327,727.7,2.39,429.7,7.72,8.93,0.69,0.7,2.151,8.78,5.392,5.5
cle,2017-08-17,22.329,727.7,2.38,429.8,7.72,9.02,0.652,0.66,2.137,8.72,5.392,5.5
cle,2017-08-17,22.196,727.8,1.11,434,7.63,13.6,0.563,0.57,1.957,8,5.937,6
cle,2017-08-17,22.217,727.7,1.21,432.6,7.63,12.78,0.613,0.62,1.963,8.02,5.93,6
cle,2017-08-17,22.223,727.6,1.25,432.3,7.64,12.53,0.62,0.63,1.981,8.1,5.928,6
cle,2017-08-17,22.091,727.6,0.66,437.1,7.59,22.79,0.626,0.63,2.03,8.3,6.442,6.5
cle,2017-08-17,22.08,727.6,0.63,437.3,7.59,22.58,0.628,0.63,2.071,8.46,6.442,6.5
cle,2017-08-17,22.07,727.6,0.54,437.4,7.59,22.96,0.629,0.63,2.108,8.61,6.441,6.5
cle,2017-08-17,22.034,727.6,0.36,436.6,7.56,95.96,0.898,0.91,2.315,9.44,6.869,7
cle,2017-08-17,22.034,727.6,0.35,436.6,7.56,243.01,0.998,1.01,2.398,9.77,6.869,7
cle,2017-08-17,22.034,727.6,0.35,436.4,7.57,209.15,1.015,1.02,2.531,10.3,6.868,7
cle,2017-08-17,22.946,727.5,11.96,379.9,8.76,6.55,1.538,1.55,3.375,13.69,0.117,0
cle,2017-08-17,22.953,727.4,11.99,379.9,8.76,6.47,1.53,1.54,3.392,13.75,0.121,0
cle,2017-08-17,22.955,727.4,12,380,8.76,6.32,1.482,1.49,3.389,13.74,0.127,0
clw,2017-08-17,22.925,727,12.1,380.7,8.84,5.72,1.672,1.69,4.097,16.58,0.082,0
clw,2017-08-17,22.925,727.1,12.11,380.7,8.85,6.03,1.669,1.68,4.449,17.99,0.081,0
clw,2017-08-17,22.924,727.1,12.12,380.7,8.85,6.24,1.649,1.66,4.044,16.37,0.081,0
clw,2017-08-17,22.928,727,12.16,380.4,8.86,5.92,1.683,1.7,3.992,16.16,0.517,0.5
clw,2017-08-17,22.929,727,12.16,380.4,8.86,6.03,1.711,1.73,4.008,16.22,0.517,0.5
clw,2017-08-17,22.93,727.1,12.16,380.4,8.85,6.25,1.71,1.72,4.014,16.25,0.517,0.5
clw,2017-08-17,22.93,727.1,12.19,380.7,8.86,5.83,1.69,1.7,4.072,16.48,0.962,1
clw,2017-08-17,22.932,727,12.19,380.7,8.86,6.01,1.715,1.73,4.12,16.68,0.962,1
clw,2017-08-17,22.933,727,12.19,380.7,8.86,6.01,1.711,1.73,4.205,17.02,0.961,1
clw,2017-08-17,22.922,727,12.15,380.1,8.83,5.91,1.626,1.64,3.932,15.92,1.418,1.5
clw,2017-08-17,22.921,727,12.15,380.1,8.83,5.61,1.606,1.62,3.866,15.66,1.417,1.5
clw,2017-08-17,22.922,727,12.15,380.2,8.83,5.61,1.64,1.65,3.831,15.52,1.417,1.5
clw,2017-08-17,22.933,727,12.18,380.7,8.84,6.39,1.617,1.63,4.158,16.83,1.87,2
clw,2017-08-17,22.932,727,12.18,380.6,8.84,6.13,1.65,1.66,4.172,16.88,1.873,2
clw,2017-08-17,22.932,727,12.18,380.7,8.84,5.96,1.719,1.73,4.341,17.56,1.875,2
clw,2017-08-17,22.932,727,12.16,380.7,8.84,6.07,1.646,1.66,4.216,17.06,2.384,2.5
clw,2017-08-17,22.932,727,12.16,380.7,8.84,6.12,1.639,1.65,4.212,17.04,2.383,2.5
clw,2017-08-17,22.932,727,12.16,380.7,8.84,6.12,1.634,1.65,4.093,16.57,2.383,2.5
clw,2017-08-17,22.934,727,12.11,380.7,8.82,6.16,1.621,1.64,4.123,16.69,2.822,3
clw,2017-08-17,22.933,726.9,12.11,380.7,8.82,6.14,1.622,1.64,4.097,16.58,2.819,3
clw,2017-08-17,22.932,726.9,12.12,380.7,8.82,6.1,1.598,1.61,4.116,16.66,2.821,3
clw,2017-08-17,22.93,726.8,12.1,380.7,8.82,6.13,1.581,1.59,4.206,17.02,3.384,3.5
clw,2017-08-17,22.93,726.9,12.1,380.7,8.82,5.99,1.587,1.6,4.176,16.9,3.384,3.5
clw,2017-08-17,22.929,727,12.11,380.7,8.82,5.82,1.6,1.61,4.211,17.04,3.383,3.5
clw,2017-08-17,22.925,726.9,12.1,380.6,8.82,5.82,1.589,1.6,4.057,16.42,3.844,4
clw,2017-08-17,22.923,727,12.08,380.6,8.82,5.93,1.558,1.57,4.057,16.42,3.843,4
clw,2017-08-17,22.922,727,12.07,380.6,8.82,6.19,1.597,1.61,4.116,16.66,3.843,4
clw,2017-08-17,22.908,726.8,11.98,380.3,8.8,5.99,1.503,1.52,3.698,14.98,4.384,4.5
clw,2017-08-17,22.907,726.9,11.98,380.3,8.8,6.11,1.537,1.55,3.765,15.25,4.385,4.5
clw,2017-08-17,22.907,726.9,11.98,380.4,8.8,6.01,1.527,1.54,4.016,16.26,4.388,4.5
clw,2017-08-17,22.904,726.9,11.96,380.4,8.79,5.75,1.474,1.49,3.732,15.12,4.795,5
clw,2017-08-17,22.904,727,11.95,380.4,8.79,5.67,1.476,1.49,3.703,15,4.794,5
clw,2017-08-17,22.904,726.9,11.94,380.3,8.79,6.15,1.467,1.48,3.75,15.19,4.795,5
clw,2017-08-17,22.903,726.8,11.87,380.2,8.78,6.34,1.437,1.45,3.506,14.21,5.395,5.5
clw,2017-08-17,22.903,726.8,11.88,380.3,8.78,6.53,1.381,1.39,3.464,14.04,5.391,5.5
clw,2017-08-17,22.903,726.9,11.88,380.3,8.78,6.54,1.412,1.42,3.441,13.95,5.387,5.5
clw,2017-08-17,22.891,726.9,11.8,380.6,8.77,6.54,1.495,1.51,3.858,15.62,5.849,6
clw,2017-08-17,22.892,726.9,11.82,380.7,8.77,6.46,1.512,1.53,3.885,15.73,5.85,6
clw,2017-08-17,22.892,726.9,11.83,380.7,8.77,6.46,1.528,1.54,3.833,15.52,5.85,6
clw,2017-08-17,22.89,726.7,11.83,380.7,8.78,6.14,1.483,1.5,3.887,15.74,5.871,6
clw,2017-08-17,22.883,726.8,11.77,380.9,8.77,6.7,1.477,1.49,3.98,16.11,6.439,6.5
clw,2017-08-17,22.883,726.9,11.77,380.9,8.77,6.67,1.46,1.47,3.977,16.1,6.437,6.5
clw,2017-08-17,22.878,726.8,11.74,381,8.76,6.92,1.487,1.5,3.64,14.75,6.428,6.5
clw,2017-08-17,22.87,726.9,11.65,381.3,8.76,7.32,1.454,1.47,3.387,13.73,6.836,7
clw,2017-08-17,22.869,726.9,11.63,381.3,8.76,7.2,1.47,1.48,3.56,14.43,6.835,7
clw,2017-08-17,22.87,726.8,11.64,381.3,8.76,7.16,1.493,1.51,4.167,16.86,6.835,7
clw,2017-08-17,22.849,726.9,11.45,382.2,8.74,8.46,1.426,1.44,3.506,14.21,7.411,7.5
clw,2017-08-17,22.845,727,11.41,382.3,8.74,8.62,1.412,1.42,3.704,15.01,7.413,7.5
clw,2017-08-17,22.846,727,11.38,382.1,8.73,8.51,1.419,1.43,3.455,14.01,7.407,7.5
clw,2017-08-17,22.836,726.9,11.23,382.4,8.71,8.89,1.488,1.5,3.499,14.18,7.871,8
clw,2017-08-17,22.835,726.9,11.25,382.5,8.72,9.13,1.515,1.53,3.458,14.02,7.865,8
clw,2017-08-17,22.831,726.9,11.22,382.7,8.72,9.31,1.474,1.49,3.486,14.13,7.862,8
clw,2017-08-17,22.704,726.9,10.22,386.8,8.65,17.87,1.184,1.19,2.596,10.56,8.399,8.5
clw,2017-08-17,22.711,726.9,10.23,386.7,8.65,17.75,1.198,1.21,2.651,10.79,8.408,8.5
clw,2017-08-17,22.711,726.9,10.23,386.7,8.65,16.45,1.18,1.19,2.732,11.11,8.411,8.5
clw,2017-08-17,21.728,726.9,3.01,406.8,7.94,28.59,0.833,0.84,2.162,8.83,8.859,9
clw,2017-08-17,21.743,726.9,3.04,406.6,7.94,25.05,0.814,0.82,2.186,8.92,8.855,9
clw,2017-08-17,21.77,726.9,3.11,406.3,7.94,26.38,0.89,0.9,2.141,8.74,8.861,9
